username,keyword,commits_before,commits_after,net_lines_before,net_lines_after,lines_added_before,lines_removed_before,lines_added_after,lines_removed_after
ADHDRaccoon,adhd,0,0,0,0,0,0,0,0
ADHD-goblin,adhd,3,20,402,3570,27,375,3277,293
adhdsubtract,adhd,0,0,0,0,0,0,0,0
adhd-hunter,adhd,8,22,156149,1045954,97658,58491,841313,204641
adhdvital,adhd,0,127,0,40671,0,0,33487,7184
ADHDIY,adhd,0,0,0,0,0,0,0,0
fryou12,adhd,28,14,11023,1845151,7805,3218,1784198,60953
MED-007,adhd,11,104,246,58535,226,20,58198,337
ADHDenthusiast,adhd,157,2,31088,4,21975,9113,4,0
adhdkattcodes,adhd,3,0,76,0,76,0,0,0
ADHDMI,adhd,0,0,0,0,0,0,0,0
Hunterganhs,adhd,55,13,36038,577,17479,18559,560,17
Rabushikku,adhd,0,33,0,211,0,0,157,54
Baknik,adhd,0,9,0,161503,0,0,146719,14784
zuper1998,adhd,50,21,35675,7946,32096,3579,2490,5456
AdhDrzt,adhd,1,11,1,61633,1,0,61599,34
ADHdev,adhd,0,0,0,0,0,0,0,0
ADHData,adhd,0,0,0,0,0,0,0,0
ADHDCHATTER,adhd,0,8,0,2724,0,0,2616,108
aDhD0m,adhd,0,0,0,0,0,0,0,0
adhdyat,adhd,0,0,0,0,0,0,0,0
adhdphotography,adhd,0,0,0,0,0,0,0,0
adhd-photographer,adhd,0,0,0,0,0,0,0,0
andschr93,adhd,25,59,3804,46297,3698,106,45057,1240
adhdzs,adhd,0,0,0,0,0,0,0,0
ADHDpro,adhd,0,10,0,121,0,0,106,15
RonaldMLL,adhd,52,42,16447,38210,4441,12006,37769,441
baoths,adhd,2,150,552,234606,550,2,184980,49626
madadhdengineer,adhd,0,0,0,0,0,0,0,0
pitervera,autism,0,0,0,0,0,0,0,0
Tedokoji,adhd,19,0,17040,0,16353,687,0,0
kubahmmmm,adhd,69,17,6070,831,3196,2874,593,238
DasFletchi,adhd,7,1,9127015,1,9126993,22,1,0
Allfatherlink,adhd,150,0,93368,0,93116,252,0,0
pyt00n00b,adhd,3259,1073,24301,77316,13970,10331,59310,18006
GFX23,adhd,133,1,92100,2,68641,23459,1,1
adhdmax,adhd,0,17,0,285,0,0,199,86
ADHDvell,adhd,0,0,0,0,0,0,0,0
ADhd-a,adhd,2211,0,3419544,0,3391898,27646,0,0
adhdisme05,adhd,0,0,0,0,0,0,0,0
adhdforge,adhd,7,0,2237,0,2232,5,0,0
adhdez,adhd,0,0,0,0,0,0,0,0
ADHdBomb,adhd,0,0,0,0,0,0,0,0
ADHDegree,adhd,13,10,1111,721,868,243,526,195
ADHD-Keith,adhd,0,0,0,0,0,0,0,0
adhdjklol,adhd,0,0,0,0,0,0,0,0
ADHD-Giraffe,adhd,0,3,0,628,0,0,626,2
vabhravi,adhd,19,627,1230,32312,472,758,25504,6808
adhddatascientist,adhd,0,0,0,0,0,0,0,0
Adhd361,adhd,0,0,0,0,0,0,0,0
ADHDgamer1,adhd,7,0,6127,0,6093,34,0,0
ADHDinosaur,adhd,0,1,0,21,0,0,21,0
AdhdGameDev,adhd,20,0,165798,0,158193,7605,0,0
adhddave,adhd,0,427,0,31171,0,0,24696,6475
ImNotOsiris,adhd,0,9,0,16482,0,0,15947,535
ADHDrummer,adhd,0,0,0,0,0,0,0,0
ADHDwibbit,adhd,5,0,268,0,268,0,0,0
ADHD9000,adhd,0,0,0,0,0,0,0,0
ADHDudi,adhd,0,0,0,0,0,0,0,0
ADHDEMO,adhd,0,0,0,0,0,0,0,0
ADHDboy,adhd,1,0,4,0,2,2,0,0
Adhdhackeropensourcelimination,adhd,3,0,147,0,147,0,0,0
adhdphd,adhd,0,0,0,0,0,0,0,0
aDhDhazz,adhd,0,0,0,0,0,0,0,0
adhdjoy,adhd,0,26,0,416,0,0,325,91
adhd-mike,adhd,0,0,0,0,0,0,0,0
adhdlennox,adhd,5,2,1073,4236458,877,196,4236458,0
adhdhelps,adhd,11,7,6366,26140,5835,531,24736,1404
ADHDefy,adhd,315,513,153353,577110,134265,19088,364398,212712
ADhdCZ,adhd,35,0,386,0,306,80,0,0
Adhdcrazzy,adhd,0,0,0,0,0,0,0,0
ADHDApp,adhd,0,0,0,0,0,0,0,0
ADHDPerson,adhd,0,0,0,0,0,0,0,0
adhdse1-stack,adhd,0,0,0,0,0,0,0,0
adhdg,adhd,1,0,2,0,0,2,0,0
adhdm0nkey,adhd,0,0,0,0,0,0,0,0
ADHDMAN,adhd,0,0,0,0,0,0,0,0
adhdweasel,adhd,0,0,0,0,0,0,0,0
ADHD-Games,adhd,0,0,0,0,0,0,0,0
ADHDuh116,adhd,37,0,14824,0,7334,7490,0,0
ADHDGODBABY,adhd,0,0,0,0,0,0,0,0
adhd14,adhd,0,0,0,0,0,0,0,0
adhdguy,adhd,0,0,0,0,0,0,0,0
adhd-law,adhd,0,0,0,0,0,0,0,0
dhasg,adhd,0,0,0,0,0,0,0,0
DandyHerdiyana,adhd,9,10,10918,203369,10917,1,203160,209
seppulcro,adhd,1777,0,458735,0,33675,425060,0,0
rogerwtsang,adhd,0,0,0,0,0,0,0,0
adhd13,adhd,0,0,0,0,0,0,0,0
YACATDANE,adhd,6,27,105,1548,104,1,1304,244
fxrar,adhd,0,38,0,1339242,0,0,702635,636607
catbjor,adhd,0,127,0,107631,0,0,71740,35891
adhd4all22,adhd,0,0,0,0,0,0,0,0
pervysage104,adhd,120,186,25153,102494,12345,12808,51806,50688
mercurialleftovers,adhd,24,1,6198,21,6126,72,21,0
TomHorsfall,adhd,0,0,0,0,0,0,0,0
blackbojack,adhd,40,0,1627,0,1489,138,0,0
PavanChandra2010,adhd,0,8,0,545,0,0,507,38
ANSTAPABAL,adhd,31,0,54,0,37,17,0,0
kcdporter,adhd,0,0,0,0,0,0,0,0
Imanet4,adhd,0,249,0,1998424,0,0,1382478,615946
blas0,adhd,0,30,0,96195,0,0,63863,32332
marvedbtye,adhd,16,1,753,5,751,2,2,3
ADHD1215,adhd,0,11,0,14,0,0,7,7
Josh-Wolff,adhd,0,15,0,1076,0,0,1070,6
ericogilvie,adhd,1,0,4,0,1,3,0,0
snoopi114,adhd,0,0,0,0,0,0,0,0
urmomis-ADHD,adhd,0,0,0,0,0,0,0,0
4imanshu,adhd,0,0,0,0,0,0,0,0
frncsdghr,adhd,0,32,0,375489,0,0,188239,187250
justkunalverma,adhd,16,643,1179,84037,1145,34,46143,37894
adhdbhandling,adhd,0,1,0,2,0,0,2,0
crissalave,adhd,0,0,0,0,0,0,0,0
the2gingerman,adhd,0,2,0,3,0,0,2,1
syakirahghazali,adhd,0,0,0,0,0,0,0,0
AscendPriyansh,adhd,0,32,0,5772,0,0,5410,362
wvycest,adhd,22,169,154,744,82,72,420,324
SpoonToon,adhd,0,0,0,0,0,0,0,0
fluidmfer,adhd,0,0,0,0,0,0,0,0
SSUAE,adhd,0,0,0,0,0,0,0,0
6604062630081,adhd,33,5,21647,4725,21178,469,4018,707
no-to-adhd,adhd,0,125,0,6483,0,0,5352,1131
AdHDevelopment,adhd,0,0,0,0,0,0,0,0
Tundra-Ghost,adhd,0,58,0,15239,0,0,13638,1601
BeBetterOrGoHome,autism,4,2,37,109,34,3,109,0
frankiejohnsoniii,adhd,8,0,717,0,499,218,0,0
legacymtgsalvationuser69544,adhd,23,0,3421,0,2982,439,0,0
realbearsmith,adhd,1,18,17,7102,3,14,6597,505
gobster74,adhd,21,3,30198,8436,24003,6195,8436,0
droppedasbaby,adhd,3,400,498,53479,334,164,53051,428
adhdgoat,adhd,0,0,0,0,0,0,0,0
adhd-programmer,adhd,23,0,2186,0,2175,11,0,0
tamingadhd,adhd,0,5,0,404,0,0,401,3
adhd-DL,adhd,0,0,0,0,0,0,0,0
mahiro0802,adhd,0,0,0,0,0,0,0,0
Adhdzion12,adhd,0,0,0,0,0,0,0,0
adhdmadness,adhd,0,0,0,0,0,0,0,0
adhdcodingandy,adhd,0,0,0,0,0,0,0,0
ADHDavid109,adhd,0,0,0,0,0,0,0,0
ADHDer123n4,adhd,0,0,0,0,0,0,0,0
adhdai,adhd,0,0,0,0,0,0,0,0
adhdhadhdkj,adhd,0,0,0,0,0,0,0,0
ADHD5672,adhd,1,0,12,0,12,0,0,0
adhdu12345,adhd,0,0,0,0,0,0,0,0
Adhd2024,adhd,0,0,0,0,0,0,0,0
Adhdgamerfreak,adhd,12,0,3671,0,3241,430,0,0
ADHD1,adhd,0,0,0,0,0,0,0,0
Adhddh,adhd,0,0,0,0,0,0,0,0
ADHDcoffee,adhd,0,0,0,0,0,0,0,0
ADHDH9,adhd,0,0,0,0,0,0,0,0
ADHD-SqUiRReL,adhd,0,0,0,0,0,0,0,0
ADHD531,adhd,0,0,0,0,0,0,0,0
ADHDPWR,adhd,0,0,0,0,0,0,0,0
ADHDStudioProductions,adhd,0,0,0,0,0,0,0,0
ADHDad,adhd,0,0,0,0,0,0,0,0
adhd707,adhd,0,0,0,0,0,0,0,0
adhdee3614,adhd,0,0,0,0,0,0,0,0
ADHDSenpai,adhd,0,0,0,0,0,0,0,0
ADHDBell,adhd,0,0,0,0,0,0,0,0
adhdmademedo,adhd,0,0,0,0,0,0,0,0
adhdirncn,adhd,0,0,0,0,0,0,0,0
ADHDad85,adhd,0,0,0,0,0,0,0,0
adhdAAAAAAAAAAAA,adhd,0,0,0,0,0,0,0,0
ADHDLord,adhd,0,0,0,0,0,0,0,0
ADHD123432,adhd,0,0,0,0,0,0,0,0
ADHDbird,adhd,0,0,0,0,0,0,0,0
adhdh,adhd,0,0,0,0,0,0,0,0
adhdscalper,adhd,0,4,0,310,0,0,244,66
Adhdom,adhd,0,0,0,0,0,0,0,0
adhdsensei-sys,adhd,0,0,0,0,0,0,0,0
adhdwastaken,adhd,0,0,0,0,0,0,0,0
ADHDprompt,adhd,0,0,0,0,0,0,0,0
adhdslt,adhd,0,0,0,0,0,0,0,0
adhdmindz,adhd,0,0,0,0,0,0,0,0
Adhdudjej,adhd,0,0,0,0,0,0,0,0
adhdisnice,adhd,0,0,0,0,0,0,0,0
ADHD123bcs,adhd,0,0,0,0,0,0,0,0
ADHDONTOP,adhd,0,0,0,0,0,0,0,0
ADHDGamer420,adhd,0,0,0,0,0,0,0,0
adhdthoughts,adhd,0,0,0,0,0,0,0,0
adhdj,adhd,0,0,0,0,0,0,0,0
ADHDNetwork,adhd,0,0,0,0,0,0,0,0
ADHDbanker,adhd,0,0,0,0,0,0,0,0
ADHDcoolguy,adhd,0,0,0,0,0,0,0,0
ADHD-GENIUS,adhd,0,0,0,0,0,0,0,0
ADHD9999,adhd,0,0,0,0,0,0,0,0
adhdIT,adhd,0,0,0,0,0,0,0,0
adhdsnake,adhd,0,0,0,0,0,0,0,0
adhd-interactive,adhd,0,0,0,0,0,0,0,0
ADHD2112,adhd,0,0,0,0,0,0,0,0
ADHDJDUD,adhd,0,0,0,0,0,0,0,0
adhdboiiy,adhd,0,0,0,0,0,0,0,0
ADHd2,adhd,0,0,0,0,0,0,0,0
adhd0312,adhd,0,0,0,0,0,0,0,0
ADHDer,adhd,0,0,0,0,0,0,0,0
adhdautism,adhd,0,1,0,0,0,0,0,0
adhdindia,adhd,0,0,0,0,0,0,0,0
ADHDMommy,adhd,0,0,0,0,0,0,0,0
AdhdBurb,adhd,0,0,0,0,0,0,0,0
ADHDeez69,adhd,0,0,0,0,0,0,0,0
ADHDFocusBuddy,adhd,0,0,0,0,0,0,0,0
adhd-a11-star,adhd,0,0,0,0,0,0,0,0
ADHDLINKOPTIMIND,adhd,0,0,0,0,0,0,0,0
adhdbikerofficial-a11y,adhd,0,0,0,0,0,0,0,0
adhdlifeassistant,adhd,0,0,0,0,0,0,0,0
Adhdboy0501,adhd,0,2,0,1323,0,0,1323,0
ADHDuser,adhd,0,0,0,0,0,0,0,0
adhdhdakar,adhd,0,111,0,18809,0,0,13846,4963
crichtonsfidget,adhd,0,0,0,0,0,0,0,0
adhdninja1,adhd,0,0,0,0,0,0,0,0
adhdcoder,adhd,0,0,0,0,0,0,0,0
Adhdaytrader,adhd,0,0,0,0,0,0,0,0
ADHDgamer1414,adhd,0,0,0,0,0,0,0,0
adhdpriority,adhd,0,0,0,0,0,0,0,0
adhdaa,adhd,0,0,0,0,0,0,0,0
ADHDemon,adhd,0,0,0,0,0,0,0,0
adhdbeje,adhd,0,0,0,0,0,0,0,0
ADHDMFKR,adhd,0,0,0,0,0,0,0,0
ADHDev-81,adhd,3,0,7,0,6,1,0,0
ADHD-PiotrK,adhd,0,0,0,0,0,0,0,0
adhd131,adhd,0,0,0,0,0,0,0,0
adhdd767,adhd,0,0,0,0,0,0,0,0
adhdcaleb,adhd,0,0,0,0,0,0,0,0
adhdprojectkanaan5,adhd,0,14,0,630,0,0,590,40
ADHDgamer122,adhd,0,0,0,0,0,0,0,0
ADHDonSteroids,adhd,0,2,0,56,0,0,56,0
adhdb1,adhd,0,0,0,0,0,0,0,0
aDhdelvi,adhd,0,0,0,0,0,0,0,0
ADHDForTheWin,adhd,0,0,0,0,0,0,0,0
adhdel,adhd,0,0,0,0,0,0,0,0
adhdbarbie,adhd,0,0,0,0,0,0,0,0
adhdt,adhd,0,0,0,0,0,0,0,0
ADHD-GUY,adhd,0,0,0,0,0,0,0,0
adhd1973,adhd,0,0,0,0,0,0,0,0
ADHDLytics,adhd,0,0,0,0,0,0,0,0
Adhdhjsjzndn,adhd,0,0,0,0,0,0,0,0
adhdparenting,adhd,0,0,0,0,0,0,0,0
ADHDJ93,adhd,0,0,0,0,0,0,0,0
adhddemonqueen-gif,adhd,0,0,0,0,0,0,0,0
adhdsa956-max,adhd,0,0,0,0,0,0,0,0
adhdwastaken21-bot,adhd,0,0,0,0,0,0,0,0
ADHDest,adhd,0,0,0,0,0,0,0,0
ADHDgames-forgames,adhd,0,0,0,0,0,0,0,0
adhd-llama,adhd,0,0,0,0,0,0,0,0
adhdsaas223-creator,adhd,0,0,0,0,0,0,0,0
ADHD-dev,adhd,0,0,0,0,0,0,0,0
adhdoapp,adhd,0,0,0,0,0,0,0,0
ADHDoss,adhd,0,0,0,0,0,0,0,0
ADHDavid172,adhd,0,0,0,0,0,0,0,0
adhdrobot,adhd,0,0,0,0,0,0,0,0
ADHDBBC,adhd,0,0,0,0,0,0,0,0
ADHD-306791,adhd,0,0,0,0,0,0,0,0
Adhdkidava,adhd,0,0,0,0,0,0,0,0
adhdlama,adhd,0,0,0,0,0,0,0,0
adhdht,adhd,0,0,0,0,0,0,0,0
ADHDHobbyist,adhd,0,0,0,0,0,0,0,0
ADHDMusic,adhd,0,0,0,0,0,0,0,0
Adhdhdj,adhd,0,0,0,0,0,0,0,0
ADHDologia,adhd,0,0,0,0,0,0,0,0
ADHDColorfulLife,adhd,0,0,0,0,0,0,0,0
ADHDruids,adhd,0,0,0,0,0,0,0,0
adhdda,adhd,0,0,0,0,0,0,0,0
ADHDegrees,adhd,0,0,0,0,0,0,0,0
ADHDsavant,adhd,0,0,0,0,0,0,0,0
adhd1357,adhd,0,0,0,0,0,0,0,0
ADHDguitar,adhd,0,0,0,0,0,0,0,0
adhdchr,adhd,0,0,0,0,0,0,0,0
ADHD1547,adhd,0,0,0,0,0,0,0,0
adhdclub,adhd,0,0,0,0,0,0,0,0
adhd831,adhd,0,0,0,0,0,0,0,0
ADHD-FAM,adhd,0,0,0,0,0,0,0,0
adhdmasterking,adhd,0,0,0,0,0,0,0,0
ADHDparty,adhd,0,0,0,0,0,0,0,0
adhdbadbreaker,adhd,0,0,0,0,0,0,0,0
ADHDgamer1994,adhd,0,0,0,0,0,0,0,0
adhduy168,adhd,0,0,0,0,0,0,0,0
adhd04,adhd,0,0,0,0,0,0,0,0
ADHD-Dad-of-4,adhd,0,2,0,70,0,0,69,1
adhd860,adhd,0,0,0,0,0,0,0,0
ADHDLab,adhd,17,0,420,0,302,118,0,0
adhdonnie,adhd,0,0,0,0,0,0,0,0
ADHDolphin-debug,adhd,0,0,0,0,0,0,0,0
ADHDWanderer,adhd,0,0,0,0,0,0,0,0
adhdebug91,adhd,0,0,0,0,0,0,0,0
adhdmanthegoober-beep,adhd,0,0,0,0,0,0,0,0
ADHDREBEL,adhd,0,0,0,0,0,0,0,0
AdHdgameco,adhd,0,0,0,0,0,0,0,0
ADHDcapability,adhd,0,0,0,0,0,0,0,0
adhdtu,adhd,0,0,0,0,0,0,0,0
ADHDandME,adhd,0,0,0,0,0,0,0,0
AdhdGamer2024,adhd,0,0,0,0,0,0,0,0
ADHDmug,adhd,0,0,0,0,0,0,0,0
adhdkid23,adhd,0,0,0,0,0,0,0,0
adhd545,adhd,0,0,0,0,0,0,0,0
Adhd1175,adhd,0,0,0,0,0,0,0,0
ADHD-LANG,adhd,0,0,0,0,0,0,0,0
adhdjgsj,adhd,0,0,0,0,0,0,0,0
adhdlemay87,adhd,0,0,0,0,0,0,0,0
ADHDsyndrom,adhd,0,0,0,0,0,0,0,0
ADHDAOM,adhd,0,0,0,0,0,0,0,0
adhd759,adhd,0,0,0,0,0,0,0,0
adhdragons,adhd,0,0,0,0,0,0,0,0
ADHDJJHAU,adhd,0,0,0,0,0,0,0,0
ADHDBoosted,adhd,0,0,0,0,0,0,0,0
adhd79,adhd,0,0,0,0,0,0,0,0
ADHD222429,adhd,0,0,0,0,0,0,0,0
ADHD1234567,adhd,0,0,0,0,0,0,0,0
Adhd2000,adhd,0,0,0,0,0,0,0,0
adhd-ru,adhd,0,0,0,0,0,0,0,0
adhdjdh,adhd,0,0,0,0,0,0,0,0
adhds,adhd,0,0,0,0,0,0,0,0
adhd-gti,adhd,0,0,0,0,0,0,0,0
adhdhjccnc,adhd,0,0,0,0,0,0,0,0
ADHDaddict,adhd,3,10,1467,2491,1359,108,1081,1410
ADHDWassim,adhd,0,0,0,0,0,0,0,0
ADHDfreezesos,adhd,0,0,0,0,0,0,0,0
ADHDDYXLEKSIA,adhd,0,0,0,0,0,0,0,0
adhdtv,adhd,0,0,0,0,0,0,0,0
adhdandautism,adhd,0,0,0,0,0,0,0,0
adhdpilot,adhd,0,0,0,0,0,0,0,0
Adhdessa,adhd,0,0,0,0,0,0,0,0
adhd-gif,adhd,0,0,0,0,0,0,0,0
ADHDOP,adhd,0,2,0,39,0,0,32,7
adhdfilter,adhd,0,0,0,0,0,0,0,0
ADHD143,adhd,0,44,0,827,0,0,630,197
adhduserstudy-cyber,adhd,0,5,0,173,0,0,112,61
Adhd2012,adhd,3291,3008,7223,12563,4937,2286,8200,4363
ADHDted,adhd,0,0,0,0,0,0,0,0
ADHDSidekick,adhd,0,0,0,0,0,0,0,0
ADHD-Minmaxer,adhd,0,0,0,0,0,0,0,0
adhdengineer,adhd,0,4,0,53680,0,0,53672,8
adhdfamily89,adhd,0,0,0,0,0,0,0,0
adhdjdh-maker,adhd,0,0,0,0,0,0,0,0
schleppenheimer,adhd,0,0,0,0,0,0,0,0
ADHDD,adhd,0,0,0,0,0,0,0,0
ADHDTerror,adhd,0,0,0,0,0,0,0,0
adhdfamily,adhd,0,0,0,0,0,0,0,0
adhdbandit,adhd,0,0,0,0,0,0,0,0
ADHDprogrammer,adhd,4,0,14752,0,14747,5,0,0
adhdroyal,adhd,0,0,0,0,0,0,0,0
ADHDShelbynoob,adhd,0,0,0,0,0,0,0,0
ADHD-clinic,adhd,0,0,0,0,0,0,0,0
ADHDDAVE36,adhd,0,0,0,0,0,0,0,0
adhdgang,adhd,0,0,0,0,0,0,0,0
Adhdhere25,adhd,0,0,0,0,0,0,0,0
ADHDreams,adhd,0,0,0,0,0,0,0,0
adhd123,adhd,0,0,0,0,0,0,0,0
ADHDumbass,adhd,1,0,1,0,1,0,0,0
adhdocdinfected,adhd,0,0,0,0,0,0,0,0
adhdbhhh,adhd,0,0,0,0,0,0,0,0
ADHDelicious,adhd,0,0,0,0,0,0,0,0
ADHDgreen,adhd,0,0,0,0,0,0,0,0
ADHDream,adhd,0,0,0,0,0,0,0,0
ADHDERAANVAL,adhd,0,0,0,0,0,0,0,0
adhd33,adhd,0,0,0,0,0,0,0,0
ADHDpower,adhd,0,0,0,0,0,0,0,0
adhdain,adhd,0,0,0,0,0,0,0,0
ADHDGirl,adhd,0,0,0,0,0,0,0,0
Adhd-classification,adhd,11,30,1626,5766,1200,426,4065,1701
adhd0161,adhd,0,0,0,0,0,0,0,0
adhdhjdn,adhd,0,0,0,0,0,0,0,0
ADHDmania,adhd,0,0,0,0,0,0,0,0
adhdcoachstefan,adhd,0,0,0,0,0,0,0,0
ADHD-can-be-hard,adhd,0,0,0,0,0,0,0,0
adhdcentralca-dev,adhd,0,0,0,0,0,0,0,0
adhdspookymama,adhd,0,0,0,0,0,0,0,0
adhdfits-fsc,adhd,0,0,0,0,0,0,0,0
adhdpeud-dev,adhd,0,0,0,0,0,0,0,0
adhdiskay,adhd,0,0,0,0,0,0,0,0
adhdman84-jpg,adhd,0,0,0,0,0,0,0,0
adhdinos,adhd,0,0,0,0,0,0,0,0
adHDB,adhd,0,0,0,0,0,0,0,0
adhdblog,adhd,0,0,0,0,0,0,0,0
adhdhitman,adhd,0,0,0,0,0,0,0,0
adhdgg,adhd,0,0,0,0,0,0,0,0
adhdhd,adhd,0,0,0,0,0,0,0,0
adhdjxowhxoplv,adhd,0,0,0,0,0,0,0,0
ADHDylan,adhd,0,0,0,0,0,0,0,0
ADHDueck,adhd,1,0,80,0,80,0,0,0
ADHD247,adhd,0,0,0,0,0,0,0,0
ADHDvsAUTISM,adhd,1,0,71,0,71,0,0,0
ADHDSUCKS,adhd,0,0,0,0,0,0,0,0
adhd7070,adhd,0,0,0,0,0,0,0,0
adhdyarou,adhd,0,0,0,0,0,0,0,0
adhd3422,adhd,0,0,0,0,0,0,0,0
adhdisscaredofme,adhd,0,0,0,0,0,0,0,0
adhdfocusflowdev,adhd,0,0,0,0,0,0,0,0
Adhdmin,adhd,0,1,0,365,0,0,365,0
aDhDude,adhd,0,0,0,0,0,0,0,0
ADHDTV4K,adhd,0,0,0,0,0,0,0,0
ADHD0413,adhd,0,0,0,0,0,0,0,0
adhdpeer-ai,adhd,0,42,0,24530,0,0,13544,10986
ADHDStarFish,adhd,0,0,0,0,0,0,0,0
ADHDer369,adhd,0,0,0,0,0,0,0,0
ADHDglitch,adhd,0,6,0,468,0,0,256,212
adhdsmack,adhd,0,0,0,0,0,0,0,0
ADHD-Hour,adhd,0,0,0,0,0,0,0,0
ADHD-Donkey,adhd,0,0,0,0,0,0,0,0
adhdqrt07-coder,adhd,0,0,0,0,0,0,0,0
Adhd-code,adhd,0,0,0,0,0,0,0,0
adhdgeneralist,adhd,0,0,0,0,0,0,0,0
adhdaus-pixel,adhd,0,0,0,0,0,0,0,0
adhd-capital,adhd,2,0,349404,0,349404,0,0,0
ItsZalo,adhd,136,0,23836,0,11314,12522,0,0
atlasveldine,adhd,86,1138,9068,134406,6459,2609,87082,47324
DylanIvanBrown,adhd,36,8,1463,1369,1391,72,1153,216
adhd140621,adhd,0,0,0,0,0,0,0,0
adhdirl,adhd,0,0,0,0,0,0,0,0
Adhdao,adhd,0,0,0,0,0,0,0,0
ADHDaholci,adhd,0,0,0,0,0,0,0,0
adhdmam,adhd,0,0,0,0,0,0,0,0
adhdashell,adhd,0,0,0,0,0,0,0,0
ADHdgu,adhd,0,0,0,0,0,0,0,0
adhd8888,adhd,0,0,0,0,0,0,0,0
adhdu5hb3,adhd,0,0,0,0,0,0,0,0
adhdeetje,adhd,0,0,0,0,0,0,0,0
ADHDeejay,adhd,0,0,0,0,0,0,0,0
adhdmoto,adhd,0,0,0,0,0,0,0,0
ADHddevelop,adhd,0,0,0,0,0,0,0,0
adhdznare,adhd,0,0,0,0,0,0,0,0
ADHDShankar,adhd,0,0,0,0,0,0,0,0
adhdjake,adhd,0,0,0,0,0,0,0,0
adhdcris,adhd,0,0,0,0,0,0,0,0
ADHDavid,adhd,0,0,0,0,0,0,0,0
ADHD1234,adhd,0,0,0,0,0,0,0,0
adhdfps,adhd,0,0,0,0,0,0,0,0
ADHDBOYINHD,adhd,0,0,0,0,0,0,0,0
adhd6974,adhd,0,0,0,0,0,0,0,0
adhdiwas,adhd,0,0,0,0,0,0,0,0
AdhdFlagCamp,adhd,0,0,0,0,0,0,0,0
ADHDISME,adhd,0,0,0,0,0,0,0,0
adhdhfjbfhhdjdbhdfj,adhd,0,0,0,0,0,0,0,0
adhd-mobile,adhd,0,0,0,0,0,0,0,0
ADHD12,adhd,0,0,0,0,0,0,0,0
ADHDICHD,adhd,0,0,0,0,0,0,0,0
ADHDsoup,adhd,0,0,0,0,0,0,0,0
adhdcompliant,adhd,0,0,0,0,0,0,0,0
ADHD00d,adhd,0,0,0,0,0,0,0,0
ADHDCat,adhd,0,0,0,0,0,0,0,0
ADHD-Raccoon,adhd,0,0,0,0,0,0,0,0
ADHD-Creates,adhd,0,0,0,0,0,0,0,0
Adhdhdhdhdhdhdhdhdh,adhd,0,0,0,0,0,0,0,0
ADHDTrackstar,adhd,0,0,0,0,0,0,0,0
ADHDbrian,adhd,0,0,0,0,0,0,0,0
adhdahjdcj-create,adhd,0,0,0,0,0,0,0,0
ADHDinc,adhd,0,0,0,0,0,0,0,0
ADHDeez,adhd,0,0,0,0,0,0,0,0
adhd12345,adhd,0,0,0,0,0,0,0,0
adhdaddy01,adhd,0,0,0,0,0,0,0,0
ADHD-Xolotl,adhd,0,0,0,0,0,0,0,0
adhdxai,adhd,0,0,0,0,0,0,0,0
ADHD-Operator,adhd,0,0,0,0,0,0,0,0
adhdanomaly-cloud,adhd,0,0,0,0,0,0,0,0
adhdlife,adhd,0,0,0,0,0,0,0,0
ADHDizzy,adhd,0,0,0,0,0,0,0,0
adhdtvva,adhd,0,0,0,0,0,0,0,0
ADHDee,adhd,0,0,0,0,0,0,0,0
adhdgyfd,adhd,0,0,0,0,0,0,0,0
ADHDMedia,adhd,0,0,0,0,0,0,0,0
ADHDPRONEET,adhd,0,0,0,0,0,0,0,0
adhdben,adhd,0,0,0,0,0,0,0,0
adhd3136,adhd,0,0,0,0,0,0,0,0
adhd-tools,adhd,54,0,3094,0,1980,1114,0,0
Adhdbrain,adhd,0,0,0,0,0,0,0,0
ADHDGunner6617,adhd,0,0,0,0,0,0,0,0
ADHDUnited,adhd,0,0,0,0,0,0,0,0
Adhdkid2014,adhd,0,0,0,0,0,0,0,0
adhdya,adhd,0,0,0,0,0,0,0,0
adhda,adhd,0,0,0,0,0,0,0,0
ADHDFocusFriends,adhd,0,0,0,0,0,0,0,0
AdhdAngie,adhd,0,0,0,0,0,0,0,0
ADHDSICK,adhd,0,0,0,0,0,0,0,0
Adhdbugactivity,adhd,0,0,0,0,0,0,0,0
ADHDani,adhd,0,0,0,0,0,0,0,0
adhd36,adhd,0,0,0,0,0,0,0,0
adhdmaker,adhd,0,0,0,0,0,0,0,0
adhd10911,adhd,0,0,0,0,0,0,0,0
adhdcommits,adhd,0,3,0,10032,0,0,9866,166
ADHD6,adhd,0,0,0,0,0,0,0,0
ADHD-Kid,adhd,0,0,0,0,0,0,0,0
ADHDcode,adhd,0,0,0,0,0,0,0,0
adhdbginfo-oss,adhd,0,0,0,0,0,0,0,0
adhdash,adhd,0,0,0,0,0,0,0,0
ADHDTard,adhd,0,0,0,0,0,0,0,0
adhdmeru-debug,adhd,0,0,0,0,0,0,0,0
adhdhead,adhd,0,0,0,0,0,0,0,0
adhdsloth,adhd,0,0,0,0,0,0,0,0
ADHDGames,adhd,0,0,0,0,0,0,0,0
adhdgp,adhd,0,0,0,0,0,0,0,0
adhdtaco,adhd,0,0,0,0,0,0,0,0
adhduangs-web,adhd,0,5,0,1815,0,0,1719,96
ADHDisMyLifeBand,adhd,0,0,0,0,0,0,0,0
adhdmenace,adhd,0,0,0,0,0,0,0,0
