username,keyword,commits_before,commits_after,net_lines_before,net_lines_after,lines_added_before,lines_removed_before,lines_added_after,lines_removed_after
deafbeed,deaf,0,0,0,0,0,0,0,0
DEAFONE-exe,deaf,0,25,0,2827,0,0,2495,332
Deafulter235,deaf,0,0,0,0,0,0,0,0
Deafel,deaf,0,0,0,0,0,0,0,0
deafguy88,deaf,0,0,0,0,0,0,0,0
deafhong,deaf,0,0,0,0,0,0,0,0
muhannadm342,deaf,0,0,0,0,0,0,0,0
DeafCallibre21,deaf,10,0,1248,0,1248,0,0,0
deafbead,deaf,0,0,0,0,0,0,0,0
Deafaroz,deaf,0,0,0,0,0,0,0,0
deafit14,deaf,1,2,455,4088,455,0,4088,0
DeafCoder,deaf,0,0,0,0,0,0,0,0
DeafProger,deaf,94,0,13612,0,9745,3867,0,0
deafeningraisins,deaf,0,0,0,0,0,0,0,0
zRaphael06s,deaf,0,4,0,8941,0,0,8941,0
ssAlixss,deaf,0,0,0,0,0,0,0,0
deafcone,deaf,0,0,0,0,0,0,0,0
deaf-but-not-dumb,deaf,0,0,0,0,0,0,0,0
deafpyrotiger,deaf,0,0,0,0,0,0,0,0
deafita-038,deaf,0,172,0,4552,0,0,2723,1829
Deafbugboy1028,deaf,0,0,0,0,0,0,0,0
deafRandom,deaf,0,0,0,0,0,0,0,0
DeafZebra,deaf,0,0,0,0,0,0,0,0
deafaturahman-coder,deaf,0,13,0,4115,0,0,3462,653
deafire,deaf,337,185,11729,40085,10020,1709,34059,6026
lucas-Joyce,deaf,0,0,0,0,0,0,0,0
deafnotblind,deaf,0,0,0,0,0,0,0,0
DeafPhilosopher1,deaf,0,0,0,0,0,0,0,0
Deaftones,deaf,0,0,0,0,0,0,0,0
DeafWorld,deaf,96,92,48699,26347,31284,17415,18051,8296
Deafatma123,deaf,2,0,3,0,3,0,0,0
Deafpurple,deaf,0,0,0,0,0,0,0,0
deafds1,deaf,0,0,0,0,0,0,0,0
deafnessksa,deaf,0,0,0,0,0,0,0,0
DeafxGuy,deaf,14,1,457,2,455,2,1,1
Deafun,deaf,0,0,0,0,0,0,0,0
DeafCatMoan,deaf,0,0,0,0,0,0,0,0
Deafpool388,deaf,0,0,0,0,0,0,0,0
deafearstips,deaf,0,0,0,0,0,0,0,0
DeafPixel,deaf,0,0,0,0,0,0,0,0
deafeduexpert,deaf,0,0,0,0,0,0,0,0
deafjanggeonho,deaf,0,0,0,0,0,0,0,0
deafort1710,deaf,0,27,0,154,0,0,81,73
Dangluh,deaf,0,0,0,0,0,0,0,0
zulbek,deaf,0,0,0,0,0,0,0,0
deafprophet,deaf,9,0,26255,0,26218,37,0,0
DeafGuy82,deaf,0,0,0,0,0,0,0,0
DeafitRidhoNugroho4101422134,deaf,0,11,0,19498,0,0,17054,2444
Deafelopment,deaf,4,6,129,1708,126,3,1554,154
