username,keyword,category,commits_before,commits_after,net_lines_before,net_lines_after,lines_added_before,lines_removed_before,lines_added_after,lines_removed_after,prs_merged_before,prs_merged_after,total_prs_before,total_prs_after,acceptance_rate_before,acceptance_rate_after,ai_commit_count_before,ai_commit_count_after,ai_commit_ratio_before,ai_commit_ratio_after,ai_first_seen,mentions_copilot,mentions_copilot_before,mentions_copilot_after,mentions_chatgpt,mentions_chatgpt_before,mentions_chatgpt_after,mentions_claude,mentions_claude_before,mentions_claude_after,mentions_gemini,mentions_gemini_before,mentions_gemini_after,mentions_bing,mentions_bing_before,mentions_bing_after,mentions_grok,mentions_grok_before,mentions_grok_after,mentions_other_tools,mentions_other_tools_before,mentions_other_tools_after,mentions_general_ai,mentions_general_ai_before,mentions_general_ai_after
Psvita538,autism,non-physical,18,38,216,424,209,7,418,6,0,0,0,0,0.0,0.0,0,1,0.0,0.0263157894736842,2025-08-22 21:18:04+00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vily70153,autism,non-physical,7,52,898,15040,447,451,13328,1712,0,3,0,3,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skinnoying,autism,non-physical,51,33,969,5034,647,322,4856,178,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxndrptkv,autism,non-physical,1712,203,13671,36620,11944,1727,15683,20937,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just-Leah,autism,non-physical,97,79,80067,10681,41642,38425,6799,3882,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deldotbrain,autism,non-physical,436,166,2177,5568,1564,613,3272,2296,0,1,1,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dur4ndal,autism,non-physical,29,8,169,816,138,31,545,271,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CocoCrawlt,autism,non-physical,112,6,14534,203,10157,4377,94,109,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nayata,autism,non-physical,94,161,41976,9891,40136,1840,8715,1176,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treejadey,autism,non-physical,49,81,20263,25031,12618,7645,21415,3616,7,6,7,6,1.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heliamagnan,autism,non-physical,20,11,9959970,9943,5006708,4953262,8822,1121,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rongmou1994,asd,non-physical,111,101,149475,63407,114655,34820,42841,20566,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurihongn,asd,non-physical,24,14,8350,30981,7172,1178,23661,7320,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nengmyun,asd,non-physical,1056,79,101124,52569,67298,33826,27320,25249,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folless20cm,asd,non-physical,12,18,1486,1949,1117,369,1905,44,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam323232,asd,non-physical,37,107,914762,3084718,913463,1299,2325913,758805,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZhiHongNg,asd,non-physical,45,26,114237,42580,113377,860,23061,19519,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humbertoafk,asd,non-physical,11,5,721041,14408,720974,67,14055,353,1,0,1,0,1.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro-Meren,asd,non-physical,155,125,281043,50687,174406,106637,46045,4642,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevelopingNick,asd,non-physical,82,18,41592,28252,38171,3421,26090,2162,0,0,0,0,0.0,0.0,2,0,0.024390243902439,0.0,2024-09-06 22:47:26+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
fatfat666,asd,non-physical,122,84,20016,40435,11763,8253,21047,19388,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxim0x2828,asd,non-physical,109,74,1048267,153368,642121,406146,78830,74538,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owaisfarooq,asd,non-physical,14,43,106017,1192646,16257,89760,32010,1160636,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lebaoworks,asd,non-physical,64,8,30024,27736,17410,12614,17063,10673,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korteszedo,asd,non-physical,57,56,4099,1512925,3171,928,1510840,2085,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ignxrxnt0330,asd,non-physical,65,166,22056,13221,19880,2176,8337,4884,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43615,asd,non-physical,77,121,387585,97970,296641,90944,77292,20678,1,1,1,1,1.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fillepenchee,asd,non-physical,12,12,1844,71585,1826,18,41460,30125,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-y-hoon,asd,non-physical,37,5,201,8516,175,26,8513,3,6,0,6,0,1.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaidoz,asd,non-physical,69,15,2356,15013,1878,478,12184,2829,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zemation,audhd,non-physical,8,28,51063,40907,51019,44,38979,1928,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaterLemon147,audhd,non-physical,38,110,20756,121227,19330,1426,90748,30479,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jussiholtta,audhd,non-physical,71,518,39169,38197,25190,13979,23138,15059,0,0,0,0,0.0,0.0,0,1,0.0,0.0019305019305019,2025-05-02 09:21:14+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrincessPandaSource,audhd,non-physical,18,205,6251,383910,6150,101,374971,8939,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katinthecode,audhd,non-physical,250,32,67100,9768,47423,19677,8052,1716,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetUsernameFromDatabase,audhd,non-physical,37,264,38336,181237,25989,12347,44772,136465,0,6,1,6,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mattfromeurope,audhd,non-physical,276,50,12081,3127,8393,3688,2688,439,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aDivineDragoness,audhd,non-physical,47,40,23277,2732,13475,9802,1994,738,0,2,0,4,0.0,0.5,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithographic,audhd,non-physical,779,322,1919,39668,1351,568,36413,3255,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RobertC85,audhd,non-physical,41,6,5948,51,5919,29,30,21,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devlsh,audhd,non-physical,13,146,394,21398,271,123,16731,4667,0,3,1,3,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moonwitch,audhd,non-physical,103,149,59699,983143,29722,29977,944546,38597,0,0,1,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipassos,audhd,non-physical,8,10,1774,1418,1715,59,1268,150,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmcannady,audhd,non-physical,714,8,11046,522,10086,960,512,10,0,0,0,0,0.0,0.0,2,0,0.0028011204481792,0.0,2024-03-06 01:10:35+00:00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myway42,disabled,physical,222,41,8062,40845,5644,2418,35697,5148,0,0,1,0,0.0,0.0,16,0,0.072072072072072,0.0,2023-12-24 20:07:35+00:00,0,0,0,7,7,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
myway42,disabled,non-physical,222,41,8062,40845,5644,2418,35697,5148,0,0,1,0,0.0,0.0,16,0,0.072072072072072,0.0,2023-12-24 20:07:35+00:00,0,0,0,7,7,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
myway42,disabled,disabled,222,41,8062,40845,5644,2418,35697,5148,0,0,1,0,0.0,0.0,16,0,0.072072072072072,0.0,2023-12-24 20:07:35+00:00,0,0,0,7,7,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
laidygenifer12368,disabled,physical,162,160,16756,3776,7640,9116,2609,1167,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laidygenifer12368,disabled,non-physical,162,160,16756,3776,7640,9116,2609,1167,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laidygenifer12368,disabled,disabled,162,160,16756,3776,7640,9116,2609,1167,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sealionryan,disabled,physical,4050,1520,152324,371069,100907,51417,239637,131432,0,0,0,0,0.0,0.0,13,36,0.0032098765432098,0.0236842105263157,2024-10-21 15:02:31+00:00,1,0,1,17,8,9,24,3,21,5,3,2,0,0,0,1,0,1,0,0,0,6,2,4
sealionryan,disabled,non-physical,4050,1520,152324,371069,100907,51417,239637,131432,0,0,0,0,0.0,0.0,13,36,0.0032098765432098,0.0236842105263157,2024-10-21 15:02:31+00:00,1,0,1,17,8,9,24,3,21,5,3,2,0,0,0,1,0,1,0,0,0,6,2,4
sealionryan,disabled,disabled,4050,1520,152324,371069,100907,51417,239637,131432,0,0,0,0,0.0,0.0,13,36,0.0032098765432098,0.0236842105263157,2024-10-21 15:02:31+00:00,1,0,1,17,8,9,24,3,21,5,3,2,0,0,0,1,0,1,0,0,0,6,2,4
Jordan-Townsend,disabled,physical,10,131,7053,32695,7050,3,30188,2507,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan-Townsend,disabled,non-physical,10,131,7053,32695,7050,3,30188,2507,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan-Townsend,disabled,disabled,10,131,7053,32695,7050,3,30188,2507,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rahulwde,disabled,physical,38,183,40451,1201505,40427,24,1191013,10492,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rahulwde,disabled,non-physical,38,183,40451,1201505,40427,24,1191013,10492,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rahulwde,disabled,disabled,38,183,40451,1201505,40427,24,1191013,10492,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjpbailey,disabled,physical,944,22,21318,9629,17862,3456,9062,567,1,1,1,1,1.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjpbailey,disabled,non-physical,944,22,21318,9629,17862,3456,9062,567,1,1,1,1,1.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjpbailey,disabled,disabled,944,22,21318,9629,17862,3456,9062,567,1,1,1,1,1.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blburks,disabled,physical,7174,7656,3623,72307,3108,515,51592,20715,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blburks,disabled,non-physical,7174,7656,3623,72307,3108,515,51592,20715,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blburks,disabled,disabled,7174,7656,3623,72307,3108,515,51592,20715,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG-Santos,disabled,physical,445,205,41696,606394,35192,6504,475722,130672,0,0,0,0,0.0,0.0,0,10,0.0,0.048780487804878,2025-12-12 12:00:27+00:00,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GG-Santos,disabled,non-physical,445,205,41696,606394,35192,6504,475722,130672,0,0,0,0,0.0,0.0,0,10,0.0,0.048780487804878,2025-12-12 12:00:27+00:00,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GG-Santos,disabled,disabled,445,205,41696,606394,35192,6504,475722,130672,0,0,0,0,0.0,0.0,0,10,0.0,0.048780487804878,2025-12-12 12:00:27+00:00,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TheCoolCateth,disabled,physical,4525,2748,56094,70330,31643,24451,45908,24422,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheCoolCateth,disabled,non-physical,4525,2748,56094,70330,31643,24451,45908,24422,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheCoolCateth,disabled,disabled,4525,2748,56094,70330,31643,24451,45908,24422,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjar7266,disabled,physical,31,109,522,493694,175,347,302956,190738,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjar7266,disabled,non-physical,31,109,522,493694,175,347,302956,190738,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjar7266,disabled,disabled,31,109,522,493694,175,347,302956,190738,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iiTzSnake,disabled,physical,113,56,1159,173296,784,375,18853,154443,0,0,0,0,0.0,0.0,0,2,0.0,0.0357142857142857,2025-06-11 12:48:07+00:00,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iiTzSnake,disabled,non-physical,113,56,1159,173296,784,375,18853,154443,0,0,0,0,0.0,0.0,0,2,0.0,0.0357142857142857,2025-06-11 12:48:07+00:00,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iiTzSnake,disabled,disabled,113,56,1159,173296,784,375,18853,154443,0,0,0,0,0.0,0.0,0,2,0.0,0.0357142857142857,2025-06-11 12:48:07+00:00,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
migraineman1,disabled,physical,28,44,19503,4342,19051,452,3806,536,1,0,2,0,0.5,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
migraineman1,disabled,non-physical,28,44,19503,4342,19051,452,3806,536,1,0,2,0,0.5,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
migraineman1,disabled,disabled,28,44,19503,4342,19051,452,3806,536,1,0,2,0,0.5,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runderw1,disabled,physical,1373,533,72304,26955,43549,28755,20172,6783,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runderw1,disabled,non-physical,1373,533,72304,26955,43549,28755,20172,6783,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runderw1,disabled,disabled,1373,533,72304,26955,43549,28755,20172,6783,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Bolt,disabled,physical,3602,4652,26304,59801,19810,6494,50276,9525,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Bolt,disabled,non-physical,3602,4652,26304,59801,19810,6494,50276,9525,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Bolt,disabled,disabled,3602,4652,26304,59801,19810,6494,50276,9525,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanwalker,disabled,physical,148,6,9535,1304,5395,4140,1202,102,0,0,0,0,0.0,0.0,4,0,0.027027027027027,0.0,2024-02-23 13:05:59+00:00,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lanwalker,disabled,non-physical,148,6,9535,1304,5395,4140,1202,102,0,0,0,0,0.0,0.0,4,0,0.027027027027027,0.0,2024-02-23 13:05:59+00:00,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lanwalker,disabled,disabled,148,6,9535,1304,5395,4140,1202,102,0,0,0,0,0.0,0.0,4,0,0.027027027027027,0.0,2024-02-23 13:05:59+00:00,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
justinhendrix0035,disabled,physical,138,60,5852,7569,4521,1331,5424,2145,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justinhendrix0035,disabled,non-physical,138,60,5852,7569,4521,1331,5424,2145,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justinhendrix0035,disabled,disabled,138,60,5852,7569,4521,1331,5424,2145,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telerik-tfshotmailz,disabled,physical,194,285,261849,53818,234440,27409,33019,20799,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telerik-tfshotmailz,disabled,non-physical,194,285,261849,53818,234440,27409,33019,20799,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telerik-tfshotmailz,disabled,disabled,194,285,261849,53818,234440,27409,33019,20799,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roylepython,disabled,physical,3002,2710,8544,25182,4502,4042,22813,2369,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roylepython,disabled,non-physical,3002,2710,8544,25182,4502,4042,22813,2369,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roylepython,disabled,disabled,3002,2710,8544,25182,4502,4042,22813,2369,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debbbarr2020-netizen,disabled,physical,8,28,15310,1454,13489,1821,1437,17,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debbbarr2020-netizen,disabled,non-physical,8,28,15310,1454,13489,1821,1437,17,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debbbarr2020-netizen,disabled,disabled,8,28,15310,1454,13489,1821,1437,17,0,1,0,1,0.0,1.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thetaco,disabled,physical,83,144,4856,7009,4014,842,6712,297,0,0,0,1,0.0,0.0,14,1,0.1686746987951807,0.0069444444444444,2024-06-27 22:38:09+00:00,0,0,0,3,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
Thetaco,disabled,non-physical,83,144,4856,7009,4014,842,6712,297,0,0,0,1,0.0,0.0,14,1,0.1686746987951807,0.0069444444444444,2024-06-27 22:38:09+00:00,0,0,0,3,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
Thetaco,disabled,disabled,83,144,4856,7009,4014,842,6712,297,0,0,0,1,0.0,0.0,14,1,0.1686746987951807,0.0069444444444444,2024-06-27 22:38:09+00:00,0,0,0,3,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
Just-Me-22,disabled,physical,5386,5229,163872,291232,123230,40642,171796,119436,0,0,0,0,0.0,0.0,2,1,0.0003713330857779,0.0001912411550965,2024-12-12 12:25:03+00:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just-Me-22,disabled,non-physical,5386,5229,163872,291232,123230,40642,171796,119436,0,0,0,0,0.0,0.0,2,1,0.0003713330857779,0.0001912411550965,2024-12-12 12:25:03+00:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just-Me-22,disabled,disabled,5386,5229,163872,291232,123230,40642,171796,119436,0,0,0,0,0.0,0.0,2,1,0.0003713330857779,0.0001912411550965,2024-12-12 12:25:03+00:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbeck9301-dot,disabled,physical,24,25,63787,22754,21798,41989,10006,12748,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbeck9301-dot,disabled,non-physical,24,25,63787,22754,21798,41989,10006,12748,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbeck9301-dot,disabled,disabled,24,25,63787,22754,21798,41989,10006,12748,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danyb48,disabled,physical,4971,3070,180669,1000881,164833,15836,587388,413493,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danyb48,disabled,non-physical,4971,3070,180669,1000881,164833,15836,587388,413493,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danyb48,disabled,disabled,4971,3070,180669,1000881,164833,15836,587388,413493,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CryptKingz,disabled,physical,257,299,18060,13277,13370,4690,11130,2147,0,0,0,0,0.0,0.0,0,2,0.0,0.0066889632107023,2025-09-18 05:33:51+00:00,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
