total_users,ai_users,percent_ai,mean_before,mean_after,median_before,median_after,median_first_seen,earliest_first_seen,latest_first_seen
199,34,17.08542713567839,0.01420544728021305,0.02743906731077125,0.0,0.00726969057665255,2025-04-23 03:59:40+00:00,2023-12-18 12:46:22+00:00,2025-12-12 12:00:27+00:00
