username,keyword,commits_before,commits_after,net_lines_before,net_lines_after,lines_added_before,lines_removed_before,lines_added_after,lines_removed_after
datatraveler00,blind,0,0,0,0,0,0,0,0
blinditachi,blind,0,0,0,0,0,0,0,0
blindson76,blind,35,104,5704,614408,4696,1008,595244,19164
BlindOracle,blind,265,54,49965,7566,27551,22414,4407,3159
teoblind,blind,63,8,27994,16464,25507,2487,14289,2175
Blindzxy,blind,0,0,0,0,0,0,0,0
BLINDHANZO,blind,0,0,0,0,0,0,0,0
blindlee1324,blind,0,0,0,0,0,0,0,0
blin-arttina,blind,0,160,0,36216,0,0,22066,14150
blind3y3,blind,4,72,177,183161,127,50,113940,69221
blindperson,blind,323,0,51079,0,25762,25317,0,0
BlindShort,blind,14,9,769,2904,769,0,2903,1
YanZeQi,blind,0,0,0,0,0,0,0,0
blindsight21,blind,0,0,0,0,0,0,0,0
blindice,blind,0,0,0,0,0,0,0,0
bLinDcL,blind,0,7,0,206,0,0,191,15
blindmanyo44,blind,0,0,0,0,0,0,0,0
blind2,blind,0,0,0,0,0,0,0,0
blindshaft,blind,20,0,3133,0,2922,211,0,0
blind1215,blind,0,11,0,32573,0,0,32526,47
blindStealer,blind,0,0,0,0,0,0,0,0
blindlq,blind,18,0,38424,0,27538,10886,0,0
BlindJamil,blind,0,106,0,277155,0,0,255231,21924
blind-bird,blind,0,0,0,0,0,0,0,0
BlinderOX,blind,0,0,0,0,0,0,0,0
Blind2k,blind,37,82,14557,74734,8226,6331,39839,34895
blindstitch,blind,37,40,1535,3514,1121,414,3217,297
blindfolded32,blind,0,0,0,0,0,0,0,0
GWolski6,blind,0,0,0,0,0,0,0,0
blindsniper94,blind,0,0,0,0,0,0,0,0
blindtomato,blind,7,0,9,0,7,2,0,0
AvatarSovius,blind,0,0,0,0,0,0,0,0
BlindDGO,blind,18,0,53,0,27,26,0,0
BlindDenn,blind,58,8,24191,405,22720,1471,342,63
BlindProrok,blind,0,0,0,0,0,0,0,0
Blindrabit,blind,0,11,0,8226,0,0,8168,58
blindlyapproved,blind,1,0,4,0,4,0,0,0
BlindPrimate,blind,4,0,189,0,171,18,0,0
blind-panther,blind,0,0,0,0,0,0,0,0
Blind12,blind,0,0,0,0,0,0,0,0
blindmantesting,blind,0,0,0,0,0,0,0,0
BlindTrevor,blind,15,6,540,155,437,103,155,0
namelf1,blind,37,5,94832,7,94781,51,5,2
BlindMuadDib,blind,301,241,62722,175014,39042,23680,151354,23660
blind0,blind,18,34,6633,5249,5686,947,4208,1041
BlindAxolotl,blind,145,14,68319,2451,55986,12333,1633,818
Blindworks,blind,27,637,17276,121067,16678,598,108848,12219
Blind238,blind,0,0,0,0,0,0,0,0
blinder11,blind,24,0,76568,0,76424,144,0,0
blindka,blind,14770,627,133,2837,113,20,1961,876
Blinduzzi,blind,5,23,266,5504,251,15,5248,256
BlindNerd,blind,0,0,0,0,0,0,0,0
blindbird,blind,0,0,0,0,0,0,0,0
Blindbyakko,blind,0,0,0,0,0,0,0,0
bbblind,blind,0,26,0,111378,0,0,109387,1991
Dwinanda,blind,0,0,0,0,0,0,0,0
blindbrian,blind,1,0,2,0,2,0,0,0
Blind-panda,blind,0,0,0,0,0,0,0,0
BlindBandit2b,blind,0,25,0,99542,0,0,99492,50
Blinder-a11,blind,25,0,2346,0,2323,23,0,0
blindeur,blind,4,40,2334,12689,2303,31,11705,984
BlindKai,blind,138,0,12529,0,11140,1389,0,0
Blind-Beast,blind,1482,99,3516,9985,1840,1676,8250,1735
blindtrauma,blind,0,34,0,21761,0,0,20850,911
beginningaeziur-ship-it,blind,0,206,0,100115,0,0,94271,5844
blindiceyes,blind,0,0,0,0,0,0,0,0
Blindkoder,blind,20,8,3079,48,3049,30,48,0
blindavi121,blind,1,0,243,0,243,0,0,0
Blinders,blind,0,0,0,0,0,0,0,0
kobe-mop,blind,0,0,0,0,0,0,0,0
blinds33rs,blind,0,0,0,0,0,0,0,0
lelin333311,blind,0,0,0,0,0,0,0,0
blindauer,blind,236,269,31963,9590,16782,15181,6950,2640
felixblind,blind,0,0,0,0,0,0,0,0
blindWill,blind,0,0,0,0,0,0,0,0
blindpenguin,blind,0,11,0,6526,0,0,6433,93
blindquist1,blind,0,0,0,0,0,0,0,0
BlindTango,blind,129,84,93257,31591,45256,48001,19647,11944
PinkarYanek,blind,2,8,18746,3972282,18746,0,3972122,160
Blindgren,blind,0,0,0,0,0,0,0,0
Blindusername001,blind,0,0,0,0,0,0,0,0
Blindtools,blind,1,273,1,71901,1,0,45929,25972
blindou,blind,520,1630,61859,64074,32977,28882,51303,12771
blinddegimon,blind,0,0,0,0,0,0,0,0
blind20,blind,0,82,0,9830,0,0,8657,1173
blindsighter314,blind,0,0,0,0,0,0,0,0
BlindException,blind,131,0,20729,0,20504,225,0,0
blindthief,blind,4,0,74,0,67,7,0,0
BlindNes04,blind,0,35,0,5159,0,0,5080,79
BlindGodVictory,blind,6,29,740,27897,740,0,27740,157
blindsipher,blind,4,317,109622,121875,109618,4,108037,13838
claymorean,blind,0,0,0,0,0,0,0,0
BLIND763,blind,8,0,246,0,246,0,0,0
BLINDER56,blind,0,0,0,0,0,0,0,0
blindlemonpi,blind,0,0,0,0,0,0,0,0
Blind0503,blind,0,0,0,0,0,0,0,0
Blind-Spidy,blind,0,57,0,6665,0,0,4664,2001
BlindinShadow,blind,6649,594,53285,104787,40966,12319,61022,43765
BlindlyMobile,blind,0,0,0,0,0,0,0,0
BlindPew21,blind,0,0,0,0,0,0,0,0
BlindGanks,blind,0,13,0,16410,0,0,15728,682
blind1987,blind,5,0,237703,0,237703,0,0,0
Blind5518,blind,0,18,0,2688,0,0,2680,8
blindmanchina,blind,110,0,6091,0,4194,1897,0,0
blindedResearch,blind,15,30,2270,241529,2143,127,209969,31560
BlindGuardian00,blind,0,0,0,0,0,0,0,0
BlinDogg,blind,0,0,0,0,0,0,0,0
Blindas31,blind,102,9,3410430,25535,3410062,368,25441,94
BlindRooster,blind,17,138,1318,1951,1266,52,1482,469
BlindMaverick,blind,5,21,44,42812,42,2,42735,77
refsampling,blind,129,11,51578,971,25265,26313,716,255
fanhaocong,blind,0,0,0,0,0,0,0,0
blindspotbounty,blind,492,0,19227,0,14841,4386,0,0
KS-Sys,blind,0,29,0,5096,0,0,5020,76
yitbai,blind,2,60,2889,1062,2889,0,754,308
blindcoder123,blind,0,0,0,0,0,0,0,0
Blindeus,blind,0,0,0,0,0,0,0,0
BlinderStudio,blind,151,2,7416,910,4390,3026,910,0
bLindStalker,blind,0,0,0,0,0,0,0,0
BlindBishop,blind,0,0,0,0,0,0,0,0
theblindrat,blind,0,0,0,0,0,0,0,0
blindLegi,blind,0,0,0,0,0,0,0,0
blindpathfinder,blind,11,0,421,0,325,96,0,0
BlindOwlz,blind,18,0,124,0,122,2,0,0
BlindRusty,blind,16,6,4449,971,4352,97,919,52
blindStar0,blind,0,0,0,0,0,0,0,0
blindstttealer,blind,142,25,66636,82928,57361,9275,71364,11564
blind-panda248,blind,0,0,0,0,0,0,0,0
blindapple21,blind,0,52,0,1066364,0,0,1054020,12344
blind0coder,blind,2,7,3,8131,3,0,8131,0
blindpyscho,blind,0,13,0,56913,0,0,56906,7
blind3r,blind,0,0,0,0,0,0,0,0
blindpower,blind,0,0,0,0,0,0,0,0
blindfox0,blind,15,33,1734,9986,1700,34,9359,627
Blindmann,blind,5,0,113,0,109,4,0,0
BlindHunterCC,blind,41,0,13845,0,12733,1112,0,0
BlindBadgerStudios,blind,0,466,0,502857,0,0,264235,238622
andrewbfr,blind,0,0,0,0,0,0,0,0
blindv02,blind,0,0,0,0,0,0,0,0
BlindprojectSeu,blind,0,0,0,0,0,0,0,0
BlindSquidHeh,blind,0,14,0,705338,0,0,705321,17
paramveersinghkhalsa,blind,0,23,0,2325,0,0,2006,319
Blind588287,blind,0,0,0,0,0,0,0,0
blindthoughtsofnik,blind,0,0,0,0,0,0,0,0
blindboot1337,blind,0,24,0,25598,0,0,13053,12545
blindsquirrelpublishing,blind,1,3,426,17,426,0,17,0
blind0x,blind,0,3,0,4,0,0,3,1
blinduch,blind,302,0,237189,0,59880,177309,0,0
blindnighthawker,blind,6,21,15478,27020,11406,4072,18532,8488
blindenschrift,blind,0,0,0,0,0,0,0,0
blindgavr,blind,9,0,10733,0,10538,195,0,0
BlindRD,blind,0,0,0,0,0,0,0,0
BlindLemonLipschitz,blind,0,0,0,0,0,0,0,0
RasmusBlind,blind,0,0,0,0,0,0,0,0
FreeInBlind,blind,0,51,0,7861,0,0,5061,2800
BlindmanPenner,blind,0,0,0,0,0,0,0,0
Blindk1ng,blind,14,0,772,0,742,30,0,0
blindwithglasses,blind,3,9,4627,30035,4627,0,30035,0
BlindShot96,blind,0,0,0,0,0,0,0,0
00-chka,blind,0,0,0,0,0,0,0,0
aces4all00,blind,55,43,22770,11504,17829,4941,8841,2663
blird,blind,424,193,27795,446160,20850,6945,81459,364701
Blindraihan,blind,0,0,0,0,0,0,0,0
BlindMetropolis35,blind,44,0,23483,0,20825,2658,0,0
Blind41,blind,1,6,57,5687,57,0,5604,83
BlindsLog,blind,0,39,0,672,0,0,528,144
blindfoldcapital,blind,0,46,0,160986,0,0,160628,358
Blindeeerzz,blind,1,0,17774,0,17774,0,0,0
blinderman52,blind,0,0,0,0,0,0,0,0
Blindeenlightz,blind,20,50,8776,15940,7012,1764,14310,1630
BlindHack2024,blind,23,1,111206,172,111157,49,172,0
BlindOw1,blind,18,3,848,37,838,10,35,2
Blindbird101,blind,0,0,0,0,0,0,0,0
BlindByte98,blind,30,6,2735,812,2253,482,790,22
ShProtikUs,blind,0,0,0,0,0,0,0,0
blindee,blind,0,0,0,0,0,0,0,0
Blindman139,blind,1,0,1,0,1,0,0,0
Blindingtoast,blind,30,143,22146,77990,21637,509,49454,28536
Blindfriend88,blind,0,0,0,0,0,0,0,0
blindape2020,blind,0,10,0,5185,0,0,5185,0
BlindProgramer,blind,0,0,0,0,0,0,0,0
BlindEyeApi,blind,0,0,0,0,0,0,0,0
blindfold1,blind,0,44,0,5498722,0,0,5127614,371108
BlindDevelopment,blind,0,0,0,0,0,0,0,0
blindhomer,blind,0,0,0,0,0,0,0,0
blindeguardian,blind,0,0,0,0,0,0,0,0
Blind2000,blind,0,0,0,0,0,0,0,0
Blind0wl09,blind,34,61,4480,6753,3475,1005,6690,63
BlindOyarsa,blind,5,0,30,0,28,2,0,0
Yeeerniyaz,blind,6,0,38643,0,38430,213,0,0
blindshadow,blind,0,0,0,0,0,0,0,0
BlindHornet,blind,0,22,0,11092,0,0,9707,1385
BlindPsychoTG,blind,0,0,0,0,0,0,0,0
blindsnail,blind,0,0,0,0,0,0,0,0
BlindAnybody,blind,0,0,0,0,0,0,0,0
Blind27674,blind,0,0,0,0,0,0,0,0
blindmonk357,blind,0,9,0,2906,0,0,2451,455
Blind-Xen,blind,0,3,0,43,0,0,43,0
blindsz,blind,0,0,0,0,0,0,0,0
blind-backup,blind,0,0,0,0,0,0,0,0
blindblood,blind,4,9,2002,4238,1984,18,4224,14
Blindsyde,blind,0,0,0,0,0,0,0,0
BLINDSTARK,blind,0,0,0,0,0,0,0,0
blindmonky,blind,2,9,11,1933,10,1,1925,8
blindspotdemo,blind,0,0,0,0,0,0,0,0
Blindgaenger98,blind,2032,3780,26235,44294,22987,3248,22386,21908
BlindArtisan,blind,0,0,0,0,0,0,0,0
blindkl,blind,0,0,0,0,0,0,0,0
BlindFly53,blind,0,0,0,0,0,0,0,0
blindportal,blind,29,0,2211,0,1629,582,0,0
blindpie,blind,0,0,0,0,0,0,0,0
blindman78,blind,6,1,224,1307,165,59,1264,43
Blind1729,blind,4,2,740,2,729,11,2,0
blindnessofinfinity,blind,0,30,0,58329,0,0,58243,86
blind-manoj,blind,13,2,84,0,84,0,0,0
blindreason,blind,0,0,0,0,0,0,0,0
blindrain,blind,3,0,88,0,43,45,0,0
web3blind,blind,0,0,0,0,0,0,0,0
cindycishotmail,blind,0,0,0,0,0,0,0,0
Rdi3n,blind,0,0,0,0,0,0,0,0
Wiedzmine,blind,0,0,0,0,0,0,0,0
leonaAtkins,blind,2,217,16,2565,8,8,1735,830
blindinterview,blind,0,0,0,0,0,0,0,0
BlindFoldStudios,blind,0,0,0,0,0,0,0,0
blindsureshot,blind,0,0,0,0,0,0,0,0
BlindAuditor,blind,0,0,0,0,0,0,0,0
blindbashar,blind,0,65,0,4442,0,0,4014,428
BlindingShawn,blind,3,4,6,294660,5,1,294660,0
blindcharzard,blind,7,0,68,0,63,5,0,0
blinda,blind,0,0,0,0,0,0,0,0
BlindDeveloper,blind,910,352,195659,112120,102231,93428,83409,28711
blinderh150602,blind,30,0,117434,0,116781,653,0,0
blindidiotscout,blind,0,0,0,0,0,0,0,0
blindchamp,blind,0,0,0,0,0,0,0,0
blindgeek,blind,0,0,0,0,0,0,0,0
BlindeEloise,blind,0,0,0,0,0,0,0,0
BlindingMc,blind,0,0,0,0,0,0,0,0
BlindBeethovenII,blind,141,2,155532,2,82443,73089,1,1
Blindtime,blind,0,0,0,0,0,0,0,0
BlindKillerxXx,blind,8,0,182657,0,182574,83,0,0
blindosbarra,blind,22,0,63291,0,34214,29077,0,0
Blind13579,blind,0,4,0,815,0,0,815,0
Blind1505,blind,0,0,0,0,0,0,0,0
EDM145,blind,49,0,15732,0,14722,1010,0,0
blindreviewsrc,blind,0,0,0,0,0,0,0,0
slepoy9,blind,0,0,0,0,0,0,0,0
blinde97,blind,0,0,0,0,0,0,0,0
blindsubmission2020,blind,0,0,0,0,0,0,0,0
blindkevin,blind,45824,0,5502,0,5394,108,0,0
blindguardianex,blind,0,0,0,0,0,0,0,0
blindroid,blind,3,0,705,0,703,2,0,0
blindyou,blind,830,146,36193,2477,18549,17644,1843,634
blindforlife,blind,50,0,14102,0,12113,1989,0,0
blindkrypto,blind,1,5,2,13776,2,0,12599,1177
Blind2134,blind,0,16,0,24982,0,0,24773,209
blindingl,blind,0,0,0,0,0,0,0,0
blindside,blind,0,0,0,0,0,0,0,0
blindio,blind,0,0,0,0,0,0,0,0
BlindJuice,blind,718,721,202,414,102,100,250,164
Blind420,blind,0,0,0,0,0,0,0,0
blindcarboncopy,blind,5,27,196,188,196,0,121,67
blindere,blind,0,0,0,0,0,0,0,0
blindado25,blind,0,0,0,0,0,0,0,0
blindluke,blind,0,0,0,0,0,0,0,0
blindp,blind,0,0,0,0,0,0,0,0
BlindShoemak3r,blind,0,0,0,0,0,0,0,0
Blind--,blind,0,0,0,0,0,0,0,0
blindsoup,blind,0,0,0,0,0,0,0,0
blindi0815,blind,226,136,17001,9280,8314,8687,2901,6379
Jasonhu07,blind,271,203,3804,6746,2912,892,2978,3768
ThinkingBlind,blind,44,20,198,214,104,94,186,28
blindabehluli,blind,0,0,0,0,0,0,0,0
BlindSable7,blind,0,0,0,0,0,0,0,0
Blindfox75111,blind,0,0,0,0,0,0,0,0
blindkratos,blind,0,0,0,0,0,0,0,0
BlindBoy123,blind,0,54,0,31512,0,0,26552,4960
BlindCr,blind,0,0,0,0,0,0,0,0
blindsolo,blind,0,0,0,0,0,0,0,0
blindmurray,blind,0,0,0,0,0,0,0,0
Blindsoft1,blind,0,2,0,1938,0,0,1900,38
Blind2Bandit,blind,0,12,0,4428503,0,0,2228434,2200069
blind-review-spec,blind,0,0,0,0,0,0,0,0
BlinddogSP,blind,0,0,0,0,0,0,0,0
blindcat1189,blind,167,291,2834,31842,1560,1274,20586,11256
BlindEka,blind,0,104,0,36472,0,0,34216,2256
Dagoli,blind,542,110,42787,15734,9091,33696,12755,2979
blindicide,blind,0,4,0,3182,0,0,3180,2
blindcowboy,blind,0,0,0,0,0,0,0,0
blindsindubai,blind,23,0,484,0,363,121,0,0
Blindfreddy,blind,0,0,0,0,0,0,0,0
Blind13,blind,0,0,0,0,0,0,0,0
blindhamsterman,blind,0,0,0,0,0,0,0,0
Blindh4ck3r,blind,0,0,0,0,0,0,0,0
blindboynorules-crypto,blind,0,152,0,10114,0,0,6904,3210
blindr-dev,blind,29,17,8683,1026,7577,1106,905,121
blind0228,blind,0,127,0,4852796,0,0,4850452,2344
BlindCodeEqla,blind,0,0,0,0,0,0,0,0
blindbing,blind,0,0,0,0,0,0,0,0
blindmanwatchin,blind,0,0,0,0,0,0,0,0
blindpilot,blind,0,0,0,0,0,0,0,0
BlinDeex,blind,8,0,4772,0,4502,270,0,0
yaswanth23-svg,blind,4,0,2755,0,2755,0,0,0
Jose-Alan,blind,7,0,286,0,281,5,0,0
gamerqueen1,blind,92,0,11743,0,8059,3684,0,0
BlindQlouder,blind,0,0,0,0,0,0,0,0
blindjazz,blind,0,61,0,3276270,0,0,1643627,1632643
blindedot,blind,569,311,44799,27096,40239,4560,14532,12564
gxdmachine,legally blind,0,0,0,0,0,0,0,0
Blinderblinder,blind,0,0,0,0,0,0,0,0
blindfirefly,blind,0,0,0,0,0,0,0,0
blind-cat-stretch,blind,0,0,0,0,0,0,0,0
Blindshooter111,blind,12,17,12809,605351,12475,334,213051,392300
Blind029,blind,0,0,0,0,0,0,0,0
BlindNinjaGames,blind,0,0,0,0,0,0,0,0
blindsei,blind,0,0,0,0,0,0,0,0
Blinder05,blind,0,0,0,0,0,0,0,0
blindopen,blind,2,118,28,47791,26,2,47516,275
Blindeye113,blind,0,5,0,4449,0,0,4449,0
BliNdspOtWAW,blind,27,7,776968,34506,775928,1040,32544,1962
Blindsmyth,blind,4,106,4022,76984,3979,43,61236,15748
BlindSp0t,blind,0,0,0,0,0,0,0,0
blindore,blind,0,0,0,0,0,0,0,0
blindwalker35,blind,0,0,0,0,0,0,0,0
Blinderson,blind,0,47,0,12540,0,0,8433,4107
blindjustis,blind,0,0,0,0,0,0,0,0
BlindB0,blind,653,1,315877,2,125085,190792,1,1
BlindFury-afk,blind,1,1,21,4,21,0,3,1
blinduserconf,blind,0,0,0,0,0,0,0,0
blindedducky,blind,9,0,847,0,843,4,0,0
blindninja34,blind,0,0,0,0,0,0,0,0
blind478491,blind,0,0,0,0,0,0,0,0
blindwrite,blind,0,0,0,0,0,0,0,0
Blindlyouch,blind,0,0,0,0,0,0,0,0
Blindman01,legally blind,0,0,0,0,0,0,0,0
BlindingLight,blind,0,0,0,0,0,0,0,0
blindauth,blind,0,0,0,0,0,0,0,0
blindmelody204,blind,1,2,0,999,0,0,999,0
blindhover,blind,0,0,0,0,0,0,0,0
BlindMint,blind,22,2743,1114114,266373,1112278,1836,183108,83265
blinda1057,blind,0,0,0,0,0,0,0,0
blindsey01,blind,0,0,0,0,0,0,0,0
blindsubmission1,blind,0,0,0,0,0,0,0,0
blindsey101112,blind,8,0,299,0,294,5,0,0
Blindcode555,blind,0,8,0,2132,0,0,1949,183
BlindQ,blind,0,0,0,0,0,0,0,0
Blinda1998,blind,0,0,0,0,0,0,0,0
blindmagnet,blind,0,11,0,306,0,0,301,5
blind0racle,blind,24,0,653890,0,397465,256425,0,0
blindgo1,blind,4,37,562,4159,491,71,3493,666
Blind-xD,blind,1414,1832,19837,29044,14237,5600,24167,4877
blinded123,blind,0,0,0,0,0,0,0,0
blindpub,blind,0,19,0,533219,0,0,533176,43
blindworld,blind,0,0,0,0,0,0,0,0
Blinddragon,blind,19,3,146,366507,122,24,366503,4
blindau3,blind,0,0,0,0,0,0,0,0
blindcoder55,blind,13,0,2265,0,1675,590,0,0
bLindBrand,blind,0,0,0,0,0,0,0,0
blind-anonymous,blind,0,0,0,0,0,0,0,0
Blindsurfer,blind,0,0,0,0,0,0,0,0
blindway,blind,0,0,0,0,0,0,0,0
blindfisher,blind,0,0,0,0,0,0,0,0
blindnessGod,blind,0,0,0,0,0,0,0,0
Blind4U,blind,0,0,0,0,0,0,0,0
blind123321,blind,0,0,0,0,0,0,0,0
blindaartur,blind,0,0,0,0,0,0,0,0
BlindHouse,blind,0,0,0,0,0,0,0,0
BlindCode17,blind,0,0,0,0,0,0,0,0
BlindSmile,blind,2,2,134,2372,134,0,2370,2
Blindkilde,blind,0,0,0,0,0,0,0,0
blind-raptor,blind,0,0,0,0,0,0,0,0
Blind0313,blind,0,0,0,0,0,0,0,0
blindtucan,blind,0,0,0,0,0,0,0,0
blindslug,blind,0,0,0,0,0,0,0,0
Blind77,blind,0,0,0,0,0,0,0,0
Blindbandit01,blind,0,0,0,0,0,0,0,0
BlindMizuri,blind,15,3,4478525,0,2109691,2368834,0,0
blindstenz,blind,0,0,0,0,0,0,0,0
BlindButcher,blind,0,0,0,0,0,0,0,0
blindxx,blind,0,0,0,0,0,0,0,0
BlindAMan14,blind,0,0,0,0,0,0,0,0
blinder27,blind,0,0,0,0,0,0,0,0
BlindPI,blind,1056,358,28439,108518,18205,10234,78885,29633
Blindhut,blind,69,0,33426,0,18280,15146,0,0
blind010592,blind,0,0,0,0,0,0,0,0
blindprince13-eng,blind,0,0,0,0,0,0,0,0
blindinner,blind,0,61,0,951768,0,0,800449,151319
moon-afrin,blind,0,0,0,0,0,0,0,0
AnnapurnaTorvi,blind,0,0,0,0,0,0,0,0
BlindPanda,blind,0,0,0,0,0,0,0,0
XANA-Git,blind,0,0,0,0,0,0,0,0
AbhikC4,blind,0,9,0,610,0,0,587,23
blind-vador,blind,0,0,0,0,0,0,0,0
njonusiene,blind,75,0,141658,0,138729,2929,0,0
hafsah1321,blind,0,0,0,0,0,0,0,0
coryysmh,blind,0,11,0,1694,0,0,1450,244
0xBlind,blind,0,0,0,0,0,0,0,0
theblindband,blind,47,22,21143,29332,18896,2247,22600,6732
